termKey,canonical,aliases,tier,df,domains,topN出处,sampleEvidence,decision,note
依职权审查,依职权审查,依职权审查原则,high,4,2,examination-guideline:04-01-02；examination-guideline:04-02-01；examination-guideline:04-03-04；patent-law:law-04-02,合议组可以依职权对驳回决定未提及的明显实质性缺陷进行审查,,
遗传资源来源披露登记表,遗传资源来源披露登记表,登记表,high,4,1,examination-guideline:01-01-05；examination-guideline:02-08-04-07；examination-guideline:02-10-09-05；examination-guideline:03-01-05-06,填写遗传资源来源披露登记表，写明该遗传资源的直接来源和原始来源,,
译文错误,译文错误,,high,4,2,examination-guideline:03-01-05-08；examination-guideline:03-02-05；implementation-rules:rule-11-14；implementation-rules:rule-11-18,译文错误是指译文文本与国际局传送的原文文本相比个别术语,,
域外证据,域外证据,,high,4,3,examination-guideline:04-08-02；ip-evidence-rules-2020:ipev-08；ip-evidence-rules-2020:ipev-09；trademark-exam-guide-2021:tmeg-06-10-05-04-04,域外证据是指在中华人民共和国领域外形成的证据,,
知识产权海关保护备案,知识产权海关保护备案,知识产权备案；知识产权保护备案,high,4,1,customs-ip-protection-2018:cusr-02-03；customs-ip-protection-2018:cusr-02-04；customs-ip-protection-2018:cusr-03-09；customs-ip-protection-2018:cusr-04-02,知识产权权利人申请知识产权备案未如实提供有关情况或者文件的,,
职务作品,职务作品,,high,4,2,copyright-law-2020:cpl-02-02-08；copyright-law-2020:cpl-02-03-02；copyright-law-rules-2013:cplr-11；copyright-law-rules-2013:cplr-12,自然人为完成法人或者非法人组织工作任务所创作的作品是职务作品,,
植物新品种,植物新品种,,high,4,1,plant-variety-regulations-2025:pvpr-01-01；plant-variety-regulations-2025:pvpr-01-02；plant-variety-regulations-2025:pvpr-01-04；plant-variety-regulations-2025:pvpr-02-04,植物新品种,,
中止审查,中止审查,,high,4,1,trademark-exam-guide-2021:tmeg-03-01-01-07-02；trademark-exam-guide-2021:tmeg-03-02-01-10；trademark-exam-guide-2021:tmeg-03-02-02-08；trademark-exam-guide-2021:tmeg-03-03-07,在审查过程中出现以下情形的，可以中止审查,,
重缴,重缴,,high,4,2,examination-guideline:05-02-04；trademark-exam-guide-2021:tmeg-05-02-04-01；trademark-exam-guide-2021:tmeg-05-02-04-02-01；trademark-exam-guide-2021:tmeg-05-02-04-02-02,多缴、重缴、错缴专利费用的,,
著录事项变更费,著录事项变更费,著录项目变更手续费,high,4,2,examination-guideline:01-01-06-07；examination-guideline:05-02-01；implementation-rules:rule-10-01；implementation-rules:rule-10-07,应当缴纳著录事项变更费，即著录项目变更手续费,,
专利申请权,专利申请权,,high,4,3,examination-guideline:05-08-01-03；implementation-rules:rule-08-08；patent-law:law-01-10；patent-law:law-01-14,专利申请权、专利权的转移,,
专利实施许可合同,专利实施许可合同,实施许可合同,high,4,2,implementation-rules:rule-01-15；implementation-rules:rule-09-01；patent-law:law-01-12；patent-law:law-05-06,专利权人与他人订立的专利实施许可合同,,
组件产品,组件产品,,high,4,2,examination-guideline:01-03-04-02；examination-guideline:01-03-09；examination-guideline:04-05-05；infringement-guide:infr-04,对于组装关系唯一的组件产品，应当提交组合状态的产品视图,,
版式设计,版式设计,,high,3,2,copyright-law-2020:cpl-05-03；copyright-law-2020:cpl-05-04；copyright-law-rules-2013:cplr-26,版式设计,,
保密义务,保密义务,,high,3,2,anti-monopoly-law-2022:aml-06-04；anti-unfair-competition-2025:aucl-02-04；anti-unfair-competition-2025:aucl-03-04,依法负有保密义务,,
标准名称,标准名称,,high,3,1,trademark-exam-guide-2021:tmeg-02-01-02；trademark-exam-guide-2021:tmeg-02-01-03；trademark-exam-guide-2021:tmeg-02-01-05,商品和服务项目名称为标准名称,,
补充证据材料,补充证据材料,,high,3,1,trademark-exam-guide-2021:tmeg-01-03-05-01；trademark-exam-guide-2021:tmeg-01-04-05-01；trademark-exam-guide-2021:tmeg-01-04-05-02,异议补充证据材料分为异议申请补充证据材料和异议答辩补充证据材料,,
不可抗拒的事由,不可抗拒的事由,,high,3,3,examination-guideline:03-01-02；ic-layout-regulations-2026:icld-03-15；implementation-rules:rule-01-06,如果申请人提出耽误上述期限是由于不可抗拒的事由造成的,,
部分注销,部分注销,,high,3,1,trademark-exam-guide-2021:tmeg-03-02-01-09-01；trademark-exam-guide-2021:tmeg-03-02-05-03；trademark-exam-guide-2021:tmeg-04-06-07-02,办理注销（部分注销）,,
撤销连续三年不使用注册商标申请,撤销连续三年不使用注册商标申请,撤三申请,high,3,1,trademark-exam-guide-2021:tmeg-01-05-01-02；trademark-exam-guide-2021:tmeg-01-05-01-09-02；trademark-exam-guide-2021:tmeg-01-05-01-09-03,撤销连续三年不使用注册商标申请（以下简称撤三申请）,,
独创性声明,独创性声明,,high,3,1,ic-layout-regulations-2026:icld-03-04；ic-layout-regulations-2026:icld-03-06；ic-layout-regulations-2026:icld-04-01,布图设计的独创性声明,,
恶意商标注册申请,恶意商标注册申请,,high,3,1,trademark-exam-guide-2021:tmeg-06-01-01-02；trademark-exam-guide-2021:tmeg-06-01-02-01-01；trademark-exam-guide-2021:tmeg-06-01-02-02,不以使用为目的的恶意商标注册申请,,
恶意注册,恶意注册,,high,3,1,trademark-exam-guide-2021:tmeg-06-10-04；trademark-exam-guide-2021:tmeg-06-10-05-07；trademark-exam-guide-2021:tmeg-06-19-04-01,对恶意注册的，驰名商标所有人不受五年的时间限制,,
发明名称,发明名称,,high,3,2,chemistry-drafting-rules:chem-01-01-02；chemistry-drafting-rules:chem-01-04-01；examination-guideline:01-01-04-01,说明书中发明名称应当居中显示，不得加粗,,
发明信息,发明信息,,high,3,1,examination-guideline:01-04-02；examination-guideline:01-04-04-01；examination-guideline:01-04-07,发明信息是专利申请的全部文本,,
妨害公共利益,妨害公共利益,,high,3,2,chemistry-drafting-rules:chem-01-05-04；examination-guideline:01-03-06；examination-guideline:02-01-03,否则有可能不符合A5的规定（妨害公共利益）,,
非职务发明创造,非职务发明创造,非职务发明,high,3,2,patent-law:law-01-06；patent-law:law-01-07；examination-guideline:01-01-04-01,非职务发明创造，申请专利的权利属于发明人或者设计人,,
服务商标,服务商标,,high,3,1,trademark-exam-guide-2021:tmeg-02-01-01；trademark-exam-guide-2021:tmeg-06-09-02；trademark-exam-guide-2021:tmeg-06-09-07-05-06-03,指定使用在服务上的商标为服务商标,,
付酬标准,付酬标准,,high,3,2,copyright-law-2020:cpl-03-01；copyright-law-2020:cpl-03-05；copyright-law-rules-2013:cplr-22,付酬标准,,
附图说明,附图说明,,high,3,3,examination-guideline:02-02-02-02；implementation-rules:rule-02-04；mechanical-drafting-rules:mech-02-03-04,说明书有附图的，应当写明各幅附图的图名，并且对图示的内容作简要说明,,
高分子化合物,高分子化合物,,high,3,2,chemistry-drafting-rules:chem-01-03-01；chemistry-drafting-rules:chem-01-05-01；examination-guideline:02-10-03,对于高分子化合物发明，可以采用结构和/或组成特征来表征,,
公众知晓的外国地名,公众知晓的外国地名,,high,3,1,trademark-exam-guide-2021:tmeg-06-03-02-01-09；trademark-exam-guide-2021:tmeg-06-03-02-02-09-02；trademark-exam-guide-2021:tmeg-06-09-04,是指我国公众知晓的我国以外的其他国家或地区的地名,,
国际商标异议答辩通知书,国际商标异议答辩通知书,基于异议的临时驳回通知；NOTIFICATION OF PROVISIONAL REFUSAL BASED ON AN OPPOSITION,high,3,1,trademark-exam-guide-2021:tmeg-04-03-02-06；trademark-exam-guide-2021:tmeg-04-03-03-01；trademark-exam-guide-2021:tmeg-04-03-03-02,即《国际商标异议答辩通知书》,,
国际外观设计分类法,国际外观设计分类法,洛迦诺分类法；国际外观设计分类表,high,3,1,examination-guideline:01-03-04-01；examination-guideline:01-03-09；examination-guideline:01-03-12,专利局采用国际外观设计分类法（即洛迦诺分类法）对外观设计专利申请进行分类,,
国际注册转国内申请,国际注册转国内申请,,high,3,1,trademark-exam-guide-2021:tmeg-04-05-01-02；trademark-exam-guide-2021:tmeg-04-05-01-03；trademark-exam-guide-2021:tmeg-04-05-01-05,国际注册转国内申请的，应符合下列条件,,
国家名称,国家名称,,high,3,1,trademark-exam-guide-2021:tmeg-06-03-02-01-01；trademark-exam-guide-2021:tmeg-06-03-02-02-07-02-04；trademark-exam-guide-2021:tmeg-06-03-02-02-08-02-03,“国家名称”包括全称、简称和缩写,,
海牙协定,海牙协定,工业品外观设计国际注册海牙协定日内瓦文本；工业品外观设计国际注册海牙协定,high,3,2,examination-guideline:06-01-01；examination-guideline:06-02-01；implementation-rules:rule-12-01,工业品外观设计国际注册海牙协定日内瓦文本（以下简称海牙协定）,,
疾病的诊断方法,疾病的诊断方法,诊断方法,high,3,2,chemistry-drafting-rules:chem-01-05-06；examination-guideline:02-01-04-03；examination-guideline:02-11-02,疾病的诊断方法（识别、研究和确定有生命的人体或动物体病因或病灶状态的方法）,,
疾病的治疗方法,疾病的治疗方法,治疗方法,high,3,2,chemistry-drafting-rules:chem-01-05-06；examination-guideline:02-01-04-03；examination-guideline:02-11-02,疾病的治疗方法（阻断、缓解或者消除病因或病灶的方法,,
计算机软件,计算机软件,,high,3,1,copyright-law-2020:cpl-01-03；copyright-law-2020:cpl-05-11；copyright-law-2020:cpl-06-03,计算机软件,,
技术措施,技术措施,,high,3,1,copyright-law-2020:cpl-05-01；copyright-law-2020:cpl-05-02；copyright-law-2020:cpl-05-05,本法所称的技术措施，是指用于防止、限制未经权利人许可浏览、欣赏作品,,
技术缺陷,技术缺陷,,high,3,2,chemistry-drafting-rules:chem-01-04-03；chemistry-drafting-rules:chem-02-03-02；mechanical-drafting-rules:mech-01-03-03,应当写明以发明人角度出发认为相关技术中存在的技术缺陷,,
检索报告,检索报告,,high,3,1,examination-guideline:02-07-01；examination-guideline:02-07-12；examination-guideline:05-04-05,检索的结果应当记载在检索报告中,,
检索分卡,检索分卡,,high,3,1,trademark-exam-guide-2021:tmeg-02-02-03；trademark-exam-guide-2021:tmeg-02-02-10-01；trademark-exam-guide-2021:tmeg-02-02-10-02,文字检索分卡分为汉字、拼音、英文、意译、字头、数字六种类型,,
举证期限,举证期限,,high,3,1,examination-guideline:04-03-04；examination-guideline:04-08-02；examination-guideline:04-08-03,举证期限,,
开放式权利要求,开放式权利要求,开放式的权利要求,high,3,3,chemistry-drafting-rules:chem-01-03-02；examination-guideline:02-02-03-03；mechanical-drafting-rules:mech-01-02-01,开放式的权利要求提倡采用“包含”、“包括”、“主要由…… 组成”的表达方式,,
类似服务,类似服务,,high,3,1,trademark-exam-guide-2021:tmeg-06-01-03-04；trademark-exam-guide-2021:tmeg-06-05-03-01；trademark-exam-guide-2021:tmeg-06-12-02-05-01,类似服务是指在服务的目的、内容、方式、对象等方面相同或有密切联系的服务,,
垄断协议,垄断协议,,high,3,1,anti-monopoly-law-2022:aml-01-03；anti-monopoly-law-2022:aml-02-01；anti-monopoly-law-2022:aml-07-01,经营者达成垄断协议,,
录音制作者,录音制作者,,high,3,2,copyright-law-2020:cpl-04-03-01；copyright-law-2020:cpl-04-04-01；copyright-law-rules-2013:cplr-05,录音制作者使用他人已经合法录制为录音制品,,
马德里商标国际注册异议申请书,马德里商标国际注册异议申请书,,high,3,1,trademark-exam-guide-2021:tmeg-04-03-02-03；trademark-exam-guide-2021:tmeg-04-03-02-05-01；trademark-exam-guide-2021:tmeg-04-03-04-01,马德里商标国际注册异议申请书,,
明显错误,明显错误,,high,3,2,examination-guideline:01-02-08；examination-guideline:02-08-04-13；trademark-exam-guide-2021:tmeg-03-01-04-05,不正确的内容可以从原说明书、权利要求书的上下文中清楚地判断出来,,
拼音分卡,拼音分卡,,high,3,1,trademark-exam-guide-2021:tmeg-02-02-03；trademark-exam-guide-2021:tmeg-02-02-04-01；trademark-exam-guide-2021:tmeg-02-02-05,拼音分卡：FENG YUN PIAO；FENGYUN；PIAO,,
其他不正当手段,其他不正当手段,,high,3,1,trademark-exam-guide-2021:tmeg-06-01-02-01-01；trademark-exam-guide-2021:tmeg-06-16-02-02-02-01；trademark-exam-guide-2021:tmeg-06-16-02-02-02-02,以欺骗手段或者其他不正当手段取得注册的商标,,
企业名称,企业名称,,high,3,1,trademark-exam-guide-2021:tmeg-03-02-01-07；trademark-exam-guide-2021:tmeg-06-03-02-02-07-02-05；trademark-exam-guide-2021:tmeg-06-16-02-02-02-02,含有企业名称全称、部分名称或简称的商标,,
缺席审理,缺席审理,,high,3,2,examination-guideline:04-04-03；examination-guideline:04-04-09；implementation-rules:rule-04-10,专利权人不参加口头审理的，可以缺席审理,,
商标评审,商标评审,,high,3,1,trademark-exam-guide-2021:tmeg-01-04-02；trademark-exam-guide-2021:tmeg-05-02-01；trademark-exam-guide-2021:tmeg-06-01-02-04,商标评审是指商标注册部门依据《商标法》的相关规定审理有关商标争议事宜,,
商标相同,商标相同,,high,3,1,trademark-exam-guide-2021:tmeg-06-01-03-03；trademark-exam-guide-2021:tmeg-06-05-03-01；trademark-exam-guide-2021:tmeg-07,商标相同是指两商标在视觉效果上或者声音商标在听觉感知上完全相同或基本无差别,,
商标注册申请,商标注册申请,,high,3,1,trademark-exam-guide-2021:tmeg-01-04-03-03；trademark-exam-guide-2021:tmeg-03-01-02-03；trademark-exam-guide-2021:tmeg-03-02-01-04,申请人不得以评审申请的形式提交商标注册申请,,
摄影作品,摄影作品,,high,3,2,copyright-law-2020:cpl-01-03；copyright-law-2020:cpl-06-04；copyright-law-rules-2013:cplr-04,摄影作品,,
申请号,申请号,,high,3,3,examination-guideline:05-03-02；implementation-rules:rule-03-02；plant-variety-regulations-2025:pvpr-04-06,按照专利申请的类别和专利申请的先后顺序给出相应的专利申请号,,
审查基础声明,审查基础声明,审查基础文本声明,high,3,1,examination-guideline:01-02-15；examination-guideline:03-01-03；examination-guideline:03-02-03,作为审查基础的文本以审查基础声明中指明的为准,,
审查决定,审查决定,,high,3,2,examination-guideline:04-01-06；examination-guideline:04-04-07；trademark-exam-guide-2021:tmeg-01-05-01-09-03,审查决定通常包括下列部分内容,,
生产地域范围,生产地域范围,,high,3,1,trademark-exam-guide-2021:tmeg-06-09-07-05-03；trademark-exam-guide-2021:tmeg-06-09-07-05-05；trademark-exam-guide-2021:tmeg-06-09-07-05-08-03,生产地域范围：晋州市的马于镇、总十庄镇、东里庄镇境内,,
